ID,Name,Sentiment,Tweet
12827,Xbox(Xseries),Irrelevant,This is a lie.. I've had a taste... it tastes like: pic.twitter.com/kjqgSZzLkm
12827,Xbox(Xseries),Irrelevant,4 This is a lie.. I've had a taste... it tastes like: pic.twitter.com/kjqgSZzLkm
12827,Xbox(Xseries),Irrelevant,How
12829,Xbox(Xseries),Positive,If last year taught  . . SUPER happy that @Xbox seems all in on this idea.
12829,Xbox(Xseries),Positive,If last year taught.. SUPER happy that @ Xbox seems all on this idea.
12829,Xbox(Xseries),Positive,If last year taught you anything... SUPER glad that @ Xbox seems to be all about the idea.
12829,Xbox(Xseries),Positive,If last year taught .. SUPER happy that @Xbox blew all in half this idea.
12829,Xbox(Xseries),Positive,8 If last year taught.. A SUPER happy that @Xbox seems all in on this exciting idea.
12829,Xbox(Xseries),Positive,If one year maybe.. SUPER happy that @Xbox was all in on this idea.
12831,Xbox(Xseries),Negative,@XboxP3 delay the Xbox Series X what’s the point now that Halo has been delayed.
12831,Xbox(Xseries),Negative,"@ XboxP3 delayed the Xbox Series X, which is the point now that Halo has been delayed."
12831,Xbox(Xseries),Negative,"@ XboxP3 delays Xbox Series X, now that Halo has been postponed."
12831,Xbox(Xseries),Negative,@XboxP3 ask of Xbox Series X what’s the point now that Halo has been delayed.
12831,Xbox(Xseries),Negative,@XboxP3 delay the Xbox Series X what ’ won s the right point in now that Halo has not been delayed.
12831,Xbox(Xseries),Negative,@XboxP3 delay the Xbox PS X what’s the press now saying Halo has been delayed.
12832,Xbox(Xseries),Positive,this is actually pretty cool
12832,Xbox(Xseries),Positive,That's actually pretty cool
12832,Xbox(Xseries),Positive,this is actually pretty cool
12832,Xbox(Xseries),Positive,this is actually pretty useful
12832,Xbox(Xseries),Positive,this is actually pretty damned cool
12832,Xbox(Xseries),Positive,this is actually pretty cool
12833,Xbox(Xseries),Positive,I wanna see this remastered for the PS5 and Xbox series X
12833,Xbox(Xseries),Positive,I want to see this remastered for the PS5 and Xbox series X
12833,Xbox(Xseries),Positive,I want it done for PS5 and Xbox Series X
12833,Xbox(Xseries),Positive,I wanna see this next for the PS5 and Xbox series X
12833,Xbox(Xseries),Positive,I wanna see this remastered for the forthcoming PS5 and Xbox 360 series X
12833,Xbox(Xseries),Positive,I wanna watch this remastered for the Internet and Xbox series X
12834,Xbox(Xseries),Irrelevant, 
12834,Xbox(Xseries),Irrelevant,It is not the first time that the EU Commission has taken such a step.
12834,Xbox(Xseries),Irrelevant,"At the same time, despite the fact that there are currently some 100 million people living below the poverty line, most of them do not have access to health services and do not have access to health care, while most of them do not have access to health care."
12834,Xbox(Xseries),Irrelevant,
12834,Xbox(Xseries),Irrelevant,
12834,Xbox(Xseries),Irrelevant,
12835,Xbox(Xseries),Positive,"Amazing overview of the Xbox Series X specs by @sweetpotatoes of @Polygon My hype is growing guys, this is gonna be quite the console.. buff.ly/2IRdP0A. .  "
12835,Xbox(Xseries),Positive,"Amazing overview of the Xbox Series X specs from @ sweetpotatoes of @ Polygon My hype is growing, guys, this is pretty much going to be the console.. buff.ly / 2IRdP0A."
12835,Xbox(Xseries),Positive,"Amazing review of Xbox Series X specifications by @ sweetpotatoes from @ Polygon My growing guys, this is gonna be quite the console.. buff.ly / 2IRdP0A.."
12835,Xbox(Xseries),Positive,"Amazing overview of the Xbox Series X specs by @sweetpotatoes of The My hype is up guys, this is going be quite the console.. bit.ly/2IRdP0A.."
12835,Xbox(Xseries),Positive,"the Amazing overview book of gaming the new Xbox in Series X specs created by @sweetpotatoes of @Polygon My hype still is growing guys, since this is gonna really be quite the new console.. buff. ly / 2IRdP0A.."
12835,Xbox(Xseries),Positive,"Amazing overview of the original Series X specs by @sweetpotatoes of @Polygon My work was great guys, this is something be quite amazing test.. buff.ly/2IRdP0A.."
12836,Xbox(Xseries),Positive,I'M SO HYPED!. xbox really killing it
12836,Xbox(Xseries),Positive,I'M SO HYPED!. xbox really kills it
12836,Xbox(Xseries),Positive,I'M SO HYPED!. xbox really killing it
12836,Xbox(Xseries),Positive,I'M JUST HYPED!. xbox really killing it
12836,Xbox(Xseries),Positive,I'M SO HYPED!. Okay xbox we really like killing it
12836,Xbox(Xseries),Positive,I'M SO NOT!. xbox just killing it
12837,Xbox(Xseries),Positive,"I actually enjoy how simple it looks, could literally fit it anywhere without being out of place"
12837,Xbox(Xseries),Positive,"I actually enjoy how simple it looks, it could literally fit anywhere without being out of place"
12837,Xbox(Xseries),Positive,"I really like how simple it looks, can literally fit anywhere without being out of place"
12837,Xbox(Xseries),Positive,"I actually enjoy how simple it looks, could literally fit it together without being out of place"
12837,Xbox(Xseries),Positive,"So I greatly actually enjoy how simple but it looks, could literally fit it anywhere without being out of place"
12837,Xbox(Xseries),Positive,"I do enjoy how simple it looks, could literally fit it anywhere without an out of place"
12838,Xbox(Xseries),Positive,can’t wait to get xbox series x for my bf for free < 3
12838,Xbox(Xseries),Positive,Can't wait to get xbox series x for my bf for free < 3
12838,Xbox(Xseries),Positive,Can't wait to get the xbox series x for free for my bf; 3
12838,Xbox(Xseries),Positive,can’t resist to get xbox series x for my bf for free < 3
12838,Xbox(Xseries),Positive,can ’ t why wait to get xbox series x links for my own bf for free < 3
12838,Xbox(Xseries),Positive,can’t want to get this series x for my bf for free < 3
12839,Xbox(Xseries),Neutral,Xbox Series X Makes It Incredibly Easy To Move Over Your Xbox One Games ow.ly/pthh102dIkW  
12839,Xbox(Xseries),Neutral,Xbox Series X makes it incredibly easy to move across your Xbox One games ow.ly / pthh102dIkW
12839,Xbox(Xseries),Neutral,The Xbox Series X makes it incredibly easy to navigate over your Xbox One Games o.ly / pthh102dI.
12839,Xbox(Xseries),Neutral,Xbox Series X Makes It Incredibly Easy To Move Over Your Xbox Live Games alt.ly/pthh102dIkW
12839,Xbox(Xseries),Neutral,Xbox Series Part X Makes It Incredibly 2 Easy For To Move Car Over Your Xbox One More Games ow. ly / on pthh102dIkW
12839,Xbox(Xseries),Neutral,Xbox Soul X Makes It Incredibly Easy To Move Over Your Xbox 360 Review ow.ly/pthh102dIkW
12840,Xbox(Xseries),Negative,"I don’t want a ps5 or xbox x/s , just get me a truly and I’ll be as happy"
12840,Xbox(Xseries),Negative,"I do not want ps5 or xbox x / s, just get me a real one and I will be just as happy."
12840,Xbox(Xseries),Negative,"I don't want 5 or xbox x / s, just get me real and I'll be just as happy"
12840,Xbox(Xseries),Negative,"I don’t want a ps5 or xbox x/s, just get me a truly and I’ll act as excited"
12840,Xbox(Xseries),Negative,"I don ’ t want a ps5 string or any xbox x / s, you just get with me a start truly and I ’ ll be as happy"
12840,Xbox(Xseries),Negative,"I don’t am a ps5 or c x/s, just get this a truly and I’ll be absolutely happy"
12841,Xbox(Xseries),Negative,THE FUCK YOU SAY TO ME?
12841,Xbox(Xseries),Negative,THAT TELL YOU SAY ME FOR YOU?
12841,Xbox(Xseries),Negative,FUCK YOU SAY THE ME?
12841,Xbox(Xseries),Negative,THE FUCK YOU W TO ME?
12841,Xbox(Xseries),Negative,THE last FUCK YOU SAY TO ON ME?
12841,Xbox(Xseries),Negative,THE FUCK THE SAY TO ME?
12842,Xbox(Xseries),Negative,Very expensive
12842,Xbox(Xseries),Negative,Very expensive
12842,Xbox(Xseries),Negative,Very expensive
12842,Xbox(Xseries),Negative,Very Important
12842,Xbox(Xseries),Negative,But Very expensive
12842,Xbox(Xseries),Negative,Very Please
12843,Xbox(Xseries),Negative,"""next gen performance"" . ""most small xbox EVER"". fuck. they need to put that ever . xbox series s is 1440p60 low end performance don't tell me it's powerful than ps5 digital"
12843,Xbox(Xseries),Negative,"""next gen performance."" ""most small xbox ever."" damn, they have to keep repeating. xbox series s is 1440p60 low end performance don't tell me it is more powerful than ps5 digital"
12843,Xbox(Xseries),Negative,"""next gen performance."" ""most small xbox EVER."" fuck they need to put that ever. xbox series s is 1440p60 low end performance do not tell me it's power than 5 digital"
12843,Xbox(Xseries),Negative,"""next gen performance"". ""most small xbox EVER"". fuck. less need to put that ever.<unk> series s is 1440p60 low end.... don't ask me it's powerful than ps5 digital"
12843,Xbox(Xseries),Negative,""" next whole gen possible performance "". "" most other small xbox users EVER "". fuck. they need to put that ever. xbox series s is 1440p60 to low end performance don't dare tell me or it're s that powerful less than ps5 digital"
12843,Xbox(Xseries),Negative,"""next gen performance"". ""most impressive xbox EVER"". fuck. they continue to put that out. xbox series s<unk> 1440p60 highest end performance don't tell damn it's cheaper than ps5 and"
12844,Xbox(Xseries),Irrelevant,This is ridiculous & I love it!  
12844,Xbox(Xseries),Irrelevant,This is ridiculous & I love it!
12844,Xbox(Xseries),Irrelevant,It's funny and I love it!
12844,Xbox(Xseries),Irrelevant,This is hilarious & I love it!
12844,Xbox(Xseries),Irrelevant,This is ridiculous & honestly I love it!
12844,Xbox(Xseries),Irrelevant,thing is ridiculous & I love it!
12845,Xbox(Xseries),Irrelevant, 
12845,Xbox(Xseries),Irrelevant,It is not the first time that the EU Commission has taken such a step.
12845,Xbox(Xseries),Irrelevant,"At the same time, despite the fact that there are currently some 100 million people living below the poverty line, most of them do not have access to health services and do not have access to health care, while most of them do not have access to health care."
12845,Xbox(Xseries),Irrelevant,
12845,Xbox(Xseries),Irrelevant,
12845,Xbox(Xseries),Irrelevant,
12846,Xbox(Xseries),Negative,I feel so bad XBOX X MEN or whatever its name is.
12846,Xbox(Xseries),Negative,I feel so bad XBOX X MEN or whatever his name is.
12846,Xbox(Xseries),Negative,I feel so bad XBOX MEN or whatever its name is.
12846,Xbox(Xseries),Negative,I feel so bad my X MEN or whatever its name is.
12846,Xbox(Xseries),Negative,I feel so bad XBOX X to MEN II or whatever its name is is.
12846,Xbox(Xseries),Negative,I feel so bad XBOX OF MEN or whatever its name now.
12847,Xbox(Xseries),Neutral,Cyberpunk 2077 For PlayStation 5 And Xbox Series X Won't Cost $10 Extra dlvr.it/Rg7hfV https://t.co/Y9mMVRypGF
12847,Xbox(Xseries),Neutral,Cyberpunk 2077 for PlayStation 5 and Xbox Series X does not cost $10 extra dlvr.it / Rg7hfV https: / / t.co / Y9mMVRypGF
12847,Xbox(Xseries),Neutral,Punk 2077 For PlayStation 5 And Xbox Series X Won't CE $10 Extra dr.it / Rg7V https: / / co / Y9mMVRypGF
12847,Xbox(Xseries),Neutral,Cyberpunk 2077 For PlayStation 5 or Xbox Series 3 Won't Bring $10 Extra dlvr.it/Rg7hfV https://t.co/Y9mMVRypGF]
12847,Xbox(Xseries),Neutral,Cyberpunk Studio 2077 Games For PlayStation Plus 5 consoles And Xbox Series X Who Won't Really Cost $ 10 Extra dlvr. Win it / 2 Rg7hfV https://t.co/Y9mMVRypGF ]
12847,Xbox(Xseries),Neutral,<unk> 2077 For PlayStation 3 And X Series X Won't Bring $10<unk> dlvr.it/Rg7hfV https://t.co/Y9mMVRypGF]
12848,Xbox(Xseries),Positive,It will be a dream become real.
12848,Xbox(Xseries),Positive,It will be a dream come true.
12848,Xbox(Xseries),Positive,It will be a dream come true.
12848,Xbox(Xseries),Positive,It will make a dream become real.
12848,Xbox(Xseries),Positive,a It will be a dream become real.
12848,Xbox(Xseries),Positive,It could be a dream become real.
12849,Xbox(Xseries),Positive,I’m sold. I’m buying an  
12849,Xbox(Xseries),Positive,I'm sold.
12849,Xbox(Xseries),Positive,I'm sold.
12849,Xbox(Xseries),Positive,I’m leaving. I’m buying an
12849,Xbox(Xseries),Positive,So I ’ m sold. I I ’ m buying an
12849,Xbox(Xseries),Positive,I’m sold. I’m selling an
12851,Xbox(Xseries),Neutral,"Holy shit. I am so blown away by the technology in Xbox Series X, as shown by this excellent video by @digitalfoundry but then I realize the Xbox has so few exclusives, and then there’s few I like... reality comes crashing down hard.... youtu.be/qcY4nRHapmE"
